entity_id,entityType,sic,sicDescription,name,description,website,category,stateOfIncorporation,stateOfIncorporationDescription,Address,phone,Location,Employees
DE603436,,,More than one marking â leave with us impression!,Domino GmbH,,<generator object get_content at 0x0000022FE7B947C0>,,,,Lorenz-Schott-Strasse 3,<generator object get_content at 0x0000022FE7B94E50>,,"164 employees, 164 employees"
DE603436,,,More than one marking â leave with us impression!,Domino Germany GmbH,,<generator object get_content at 0x0000021B1EC347C0>,,,,Lorenz-Schott-Strasse 3,+49 6134 250 405,,"164 employees, 164 employees"
DE603436,,,More than one marking â leave with us impression!,Germany GmbH,,https://www.domino-printing.com/de-de/home.aspx,,,,Lorenz-Schott-Strasse 3,+49 6134 250 405,Germany,"164 employees, 164 employees"
